Title,Link,Type,Module
"INQ000236282 - Report by Imperial College London, titled 'Potential effect of non-pharmaceutical interventions on a COVID-19 epidemic', dated 25/02/2020",https://covid19.public-inquiry.uk/documents/inq000236282-report-by-imperial-college-london-titled-potential-effect-of-non-pharmaceutical-interventions-on-a-covid-19-epidemic-dated-25-02-2020/,"Type:Evidence, Witness Statement",Module:Module 2
"INQ000146563 - Emails between Katharine Hammond (Director, CCS), Imran Shafi and others, regarding Covid in Italy, dated 24/02/2020,",https://covid19.public-inquiry.uk/documents/inq000146563-emails-between-katharine-hammond-director-ccs-imran-shafi-and-others-regarding-covid-in-italy-dated-24-02-2020/,Type:Evidence,Module:Module 2
"INQ000136721 - Paper titled 'COVID-19 Response: Step 4', dated 5 July 2021, presented at a COVID-19 Operations Committee meeting.",https://covid19.public-inquiry.uk/documents/inq000136721-paper-titled-covid-19-response-step-4-dated-5-july-2021-presented-at-a-covid-19-operations-committee-meeting/,Type:Evidence,Module:Module 2
"INQ000196038 - HM Government document titled Chair's Brief - COVID-19 Analytical Retrospective, dated 11/02/2021",https://covid19.public-inquiry.uk/documents/inq000196038-hm-government-document-titled-chairs-brief-covid-19-analytical-retrospective-dated-11-02-2021/,Type:Evidence,Module:Module 2
"INQ000108574 - Response from Children in Scotland to the Covid-19 Inquiry's Module 2 Impact Questionnaire, dated 01/02/2023.",https://covid19.public-inquiry.uk/documents/inq000108574-response-from-children-in-scotland-to-the-covid-19-inquirys-module-2-impact-questionnaire-dated-01-02-2023/,Type:Evidence,Module:Module 2
"INQ000103227 - Emails between Mark Woolhouse and Neil Ferguson, regarding information on transmissibility and communication with Chris Whitty and Patrick Vallance, dated between 26/01/2020.",https://covid19.public-inquiry.uk/documents/inq000103227-emails-between-mark-woolhouse-and-neil-ferguson-regarding-information-on-transmissibility-and-communication-with-chris-whitty-and-patrick-vallance-dated-between-26-01-2020/,Type:Evidence,Module:Module 2
"INQ000233622 - Corporate Statement from Roger Hoare, West of England Combined Authority, dated 03/07/2023.",https://covid19.public-inquiry.uk/documents/inq000233622-corporate-statement-from-roger-hoare-west-of-england-combined-authority-dated-03-07-2023/,Type:Evidence,Module:Module 2
INQ000091240 - Paper titled 'Disproportionately Impacted Groups Disability' presented at a meeting of the COVID-19 Operations Committee (COVID-O) (Ministerial) held on 08/12/2020.,https://covid19.public-inquiry.uk/documents/inq000091240-paper-titled-disproportionately-impacted-groups-disability-presented-at-a-meeting-of-the-covid-19-operations-committee-covid-o-ministerial-held-on-08-12-2020/,Type:Evidence,Module:Module 2
"INQ000151286 - Email chain between Jonathan Van Tam, Peter Horby (Oxford University) and various colleagues, regarding ProMED article, dated between 02/01/2020 to 03/01/2020.",https://covid19.public-inquiry.uk/documents/inq000151286-email-chain-between-jonathan-van-tam-peter-horby-oxford-university-and-various-colleagues-regarding-promed-article-dated-between-02-01-2020-to-03-01-2020/,Type:Evidence,Module:Module 2
"INQ000283464 -  SofS weekly update note from DHSC on Long Covid, dated 13/08/2021.",https://covid19.public-inquiry.uk/documents/inq000283464-sofs-weekly-update-note-from-dhsc-on-long-covid-dated-13-08-2021/,Type:Evidence,Module:Module 2
"INQ000195509 - Witness statement from Katie Kempen on behalf of the Office of the Victim's Commissioner for England and Wales, dated 17/05/2023.",https://covid19.public-inquiry.uk/documents/inq000195509-witness-statement-from-katie-kempen-on-behalf-of-the-office-of-the-victims-commissioner-for-england-and-wales-dated-17-05-2023/,Type:Evidence,Module:Module 2
INQ000137215 -Document prepared by Helen MacNamara and Simon Case to the PM regarding Cabinet Structures dated 22/05/2020 .,https://covid19.public-inquiry.uk/documents/inq000137215-document-prepared-by-helen-macnamara-and-simon-case-to-the-pm-regarding-cabinet-structures-dated-22-05-2020/,Type:Evidence,Module:Module 2
"INQ000062633 -  Report from the Covid-19 Taskforce titled Isolation support payments and mandation: a carrot-and-stick approach to self-isolation, dated 18/09/2020.",https://covid19.public-inquiry.uk/documents/inq000062633-report-from-the-covid-19-taskforce-titled-isolation-support-payments-and-mandation-a-carrot-and-stick-approach-to-self-isolation-dated-18-09-2020/,Type:Evidence,Module:Module 2
"INQ000221965 -  Minutes of the NERVTAG Subgroup on Clinical Risk Stratification Meetings: First Meeting to Twelfth Meeting, dated between 20/05/2020c",https://covid19.public-inquiry.uk/documents/inq000221965-minutes-of-the-nervtag-subgroup-on-clinical-risk-stratification-meetings-first-meeting-to-twelfth-meeting-dated-between-20-05-2020c/,Type:Evidence,Module:Module 2
"INQ000231345 - Report from Children's Commissioner, titled Childhood in the time of Covid, dated September 2020",https://covid19.public-inquiry.uk/documents/inq000231345-report-from-childrens-commissioner-titled-childhood-in-the-time-of-covid-dated-september-2020/,Type:Evidence,Module:Module 2
"INQ000151558 - Presentation from Cabinet Secretariat, titled Interventions overview, dated 06/03/2020.",https://covid19.public-inquiry.uk/documents/inq000151558-presentation-from-cabinet-secretariat-titled-interventions-overview-dated-06-03-2020/,Type:Evidence,Module:Module 2
"INQ000180306 - Report from the Cabinet Office, titled, ‘Innovation and Lessons Learned from the government’s response to COVID-19 Final report 9 June 2022’, dated 09/06/2022.",https://covid19.public-inquiry.uk/documents/inq000180306-report-from-the-cabinet-office-titled-innovation-and-lessons-learned-from-the-governments-response-to-covid-19-final-report-9-june-2022-dated-09-06-2022/,Type:Evidence,Module:Module 2
"INQ000282744 - Professor Chris Whitty's WhatsApp messages from UK CMOs, dated 28/01/2020.",https://covid19.public-inquiry.uk/documents/inq000282744-professor-chris-whittys-whatsapp-messages-from-uk-cmos-dated-28-01-2020/,Type:Evidence,Module:Module 2
"INQ000233747 - Email from the Private Office of the Secretary of State for Health and Social Care (DHSC) to Emma Reed (DHSC) and colleagues regarding a readout further to a meeting on 27/01/2020 about coronavirus, dated 29/01/2020.",https://covid19.public-inquiry.uk/documents/inq000233747-email-from-the-private-office-of-the-secretary-of-state-for-health-and-social-care-dhsc-to-emma-reed-dhsc-and-colleagues-regarding-a-readout-further-to-a-meeting-on-27-01-2020-about/,Type:Evidence,Module:Module 2
"INQ000146569 - Briefing from Katharine Hammond (Director, CCS) titled Covid-19: the UK's preparedness, dated 28/02/2020.",https://covid19.public-inquiry.uk/documents/inq000146569-briefing-from-katharine-hammond-director-ccs-titled-covid-19-the-uks-preparedness-dated-28-02-2020/,Type:Evidence,Module:Module 2
"INQ000151565 - Emails between various recipients including Jenny Harries and Max Blain (Head of News, Department of Health and Social Care), dated 10/03/2020.",https://covid19.public-inquiry.uk/documents/inq000151565-emails-between-various-recipients-including-jenny-harries-and-max-blain-head-of-news-department-of-health-and-social-care-dated-10-03-2020/,Type:Evidence,Module:Module 2
"INQ000207511 - Witness Statement provided by Cathie Williams on behalf of ADASS, Local Government Association, dated 08/02/2023.",https://covid19.public-inquiry.uk/documents/inq000207511-witness-statement-provided-by-cathie-williams-on-behalf-of-adass-local-government-association-dated-08-02-2023/,"Type:Evidence, Witness Statement",Module:Module 2
"INQ000232074 - Email between Vanessa MacDougall, Dharmesh Nayee, and other HM Treasury colleagues, dated 07/04/2020 regarding draft SAGE readout.",https://covid19.public-inquiry.uk/documents/inq000232074-email-between-vanessa-macdougall-dharmesh-nayee-and-other-hm-treasury-colleagues-dated-07-04-2020-regarding-draft-sage-readout/,"Type:Evidence, Witness Statement",Module:Module 2
"INQ000174752 - Note from Tom Shinner to Simon Case and Simon Ridley regarding '14 weeks to prepare for winter', dated 21/06/2020",https://covid19.public-inquiry.uk/documents/inq000174752-note-from-tom-shinner-to-simon-case-and-simon-ridley-regarding-14-weeks-to-prepare-for-winter-dated-21-06-2020/,"Type:Evidence, Witness Statement",Module:Module 2
"INQ000055599 - Policy document from Cabinet Office titled Covid-19: Scenarios for autumn/winter 21/22, dated 03/11/2021",https://covid19.public-inquiry.uk/documents/inq000055599-policy-document-from-cabinet-office-titled-covid-19-scenarios-for-autumn-winter-21-22-dated-03-11-2021/,"Type:Evidence, Witness Statement",Module:Module 2
"INQ000217285 - Witness statement provided by Neil Couling on behalf of the Department for Work and Pensions, dated 23/05/2023]",https://covid19.public-inquiry.uk/documents/inq000217285-witness-statement-provided-by-neil-couling-on-behalf-of-the-department-for-work-and-pensions-dated-23-05-2023/,"Type:Evidence, Witness Statement",Module:Module 2
INQ000137239 - Paper from HM Government titled 'The next chapter in our plan to rebuild: The UK Government's COVID-19 recovery strategy' dated 17/07/2020,https://covid19.public-inquiry.uk/documents/inq000137239-paper-from-hm-government-titled-the-next-chapter-in-our-plan-to-rebuild-the-uk-governments-covid-19-recovery-strategy-dated-17-07-2020/,"Type:Evidence, Witness Statement",Module:Module 2
"INQ000229676 - Email between Simon Case (Cabinet Office), Patrick Vallance (GO-Science) and colleagues, regarding tier 3, dated 09/10/2020.",https://covid19.public-inquiry.uk/documents/inq000229676-email-between-simon-case-cabinet-office-patrick-vallance-go-science-and-colleagues-regarding-tier-3-dated-09-10-2020/,"Type:Evidence, Witness Statement",Module:Module 2
"INQ000197208 - Cover sheet for SAGE meeting paper, titled 'SPI-B: Increasing adherence to Covid-19 preventative behaviours among young people', dated 21/10/2020.",https://covid19.public-inquiry.uk/documents/inq000197208-cover-sheet-for-sage-meeting-paper-titled-spi-b-increasing-adherence-to-covid-19-preventative-behaviours-among-young-people-dated-21-10-2020/,"Type:Evidence, Witness Statement",Module:Module 2
"INQ000182331 - Paper to the PM from Katharine Hammond, Director of Civil Contingencies Secretariat, regarding 'Covid-19: the UK's preparedness', dated 28/02/2020.",https://covid19.public-inquiry.uk/documents/inq000182331-paper-to-the-pm-from-katharine-hammond-director-of-civil-contingencies-secretariat-regarding-covid-19-the-uks-preparedness-dated-28-02-2020/,"Type:Evidence, Witness Statement",Module:Module 2
"INQ000230014 - Report by Sage, titled The Independent SAGE Report 29 - A Safe Schools policy for re-opening education as soon as possible and mitigating the harms of closure, dated 08/01/2021",https://covid19.public-inquiry.uk/documents/inq000230014-report-by-sage-titled-the-independent-sage-report-29-a-safe-schools-policy-for-re-opening-education-as-soon-as-possible-and-mitigating-the-harms-of-closure-dated-08-01-2021/,"Type:Evidence, Witness Statement",Module:Module 2
"INQ000221969 - Report by NERVTAG titled '5th Annual Report January 2020 - June 2021', dated 01/11/2021",https://covid19.public-inquiry.uk/documents/inq000221969-report-by-nervtag-titled-5th-annual-report-january-2020-june-2021-dated-01-11-2021/,Type:Evidence,Module:Module 2
"INQ000137293 - Submission from Simon Ridley to the PM, titled 'COVID-19: Winter Strategy', dated 19/09/2020.",https://covid19.public-inquiry.uk/documents/inq000137293-submission-from-simon-ridley-to-the-pm-titled-covid-19-winter-strategy-dated-19-09-2020/,Type:Evidence,Module:Module 2
"INQ000183934 - No.10 Document titled Box Return regarding Cabinet Committees, dated 26/05/2020",https://covid19.public-inquiry.uk/documents/inq000183934-no-10-document-titled-box-return-regarding-cabinet-committees-dated-26-05-2020/,Type:Evidence,Module:Module 2
"INQ000184589 - Briefing for Covid Strategy Committee (Covid-S), regarding Circuit Breaker, Hospitality restrictions, Mass Events and Joint Bio-Security Centre - Local/Regional interventions, dated 21/09/2020.",https://covid19.public-inquiry.uk/documents/inq000184589-briefing-for-covid-strategy-committee-covid-s-regarding-circuit-breaker-hospitality-restrictions-mass-events-and-joint-bio-security-centre-local-regional-interventions-dated-21/,Type:Evidence,Module:Module 2
"INQ000146574  - Advice to the PM titled 'COVID-19 Emergency Legislation', dated 09/03/2020.",https://covid19.public-inquiry.uk/documents/inq000146574-advice-to-the-pm-titled-covid-19-emergency-legislation-dated-09-03-2020/,Type:Evidence,Module:Module 2
"INQ000217264 - Witness Statement provided by Nick Goodwin on behalf of HM Courts and Tribunals Service, dated 30/06/2023.",https://covid19.public-inquiry.uk/documents/inq000217264-witness-statement-provided-by-nick-goodwin-on-behalf-of-hm-courts-and-tribunals-service-dated-30-06-2023/,Type:Evidence,Module:Module 2
"INQ000223040 - Recommendations from the South Asian Health Foundation, regarding supporting ethnic minorities post Covid-19, dated 11/07/2022.",https://covid19.public-inquiry.uk/documents/inq000223040-recommendations-from-the-south-asian-health-foundation-regarding-supporting-ethnic-minorities-post-covid-19-dated-11-07-2022/,Type:Evidence,Module:Module 2
"INQ000137261 - Document for the Covid-19 Small Group Discussion held on 20/09/2020 regarding 'Should Government intervene now and if so, how?', dated 19/09/2020.",https://covid19.public-inquiry.uk/documents/inq000137261-document-for-the-covid-19-small-group-discussion-held-on-20-09-2020-regarding-should-government-intervene-now-and-if-so-how-dated-19-09-2020/,Type:Evidence,Module:Module 2
"INQ000221773 - Rule 9 Questionnaire Response of Professor Brooke Rogers, dated 01/12/2022.",https://covid19.public-inquiry.uk/documents/inq000221773-rule-9-questionnaire-response-of-professor-brooke-rogers-dated-01-12-2022/,Type:Evidence,Module:Module 2
"INQ000184034 - GOV.UK Document titled Wuhan novel coronavirus (WN-CoV) infection prevention and control guidance, dated 15/01/2020.",https://covid19.public-inquiry.uk/documents/inq000184034-gov-uk-document-titled-wuhan-novel-coronavirus-wn-cov-infection-prevention-and-control-guidance-dated-15-01-2020/,Type:Evidence,Module:Module 2
"INQ000146617 - Strategy Update to PM from James Bowler, dated 28/10/2020.",https://covid19.public-inquiry.uk/documents/inq000146617-strategy-update-to-pm-from-james-bowler-dated-28-10-2020/,Type:Evidence,Module:Module 2
"INQ000195888 - Email chain between Ben Warner, Neil Ferguson, Patrick Vallance, Chris Whitty, Dominic Cummings and colleague regarding estimation of NHS bed capacity under specific policies, dated 15/03/2020.",https://covid19.public-inquiry.uk/documents/inq000195888-email-chain-between-ben-warner-neil-ferguson-patrick-vallance-chris-whitty-dominic-cummings-and-colleague-regarding-estimation-of-nhs-bed-capacity-under-specific-policies-dated-15/,Type:Evidence,Module:Module 2
"INQ000207121 - Note by Professor John Edmunds and Angela McLean, (MoD), titled A short note on the role of children in transmission of SARS-CoV-2, dated 17/10/2020.",https://covid19.public-inquiry.uk/documents/inq000207121-note-by-professor-john-edmunds-and-angela-mclean-mod-titled-a-short-note-on-the-role-of-children-in-transmission-of-sars-cov-2-dated-17-10-2020/,Type:Evidence,Module:Module 2
"INQ000146558 - Letter from Imran Shafi to Natasha Price (DHSC), dated 04/02/2020.",https://covid19.public-inquiry.uk/documents/inq000146558-letter-from-imran-shafi-to-natasha-price-dhsc-dated-04-02-2020/,Type:Evidence,Module:Module 2
INQ000198046 - Email chain between No.10 and Cabinet Office colleagues  regarding nosocomial infection rates in hospitals dated  14/04/2020,https://covid19.public-inquiry.uk/documents/inq000198046-email-chain-between-no-10-and-cabinet-office-colleagues-regarding-nosocomial-infection-rates-in-hospitals-dated-14-04-2020/,Type:Evidence,Module:Module 2
"INQ000111583 - Guidance document titled ‘Step 4 Impact Statement’, undated.",https://covid19.public-inquiry.uk/documents/inq000111583-guidance-document-titled-step-4-impact-statement-undated/,Type:Evidence,Module:Module 2
INQ000146570-  Email between Imran Shafi and others regarding the Covid-19 Bill dated 10/03/2020,https://covid19.public-inquiry.uk/documents/inq000146570-email-between-imran-shafi-and-others-regarding-the-covid-19-bill-dated-10-03-2020/,Type:Evidence,Module:Module 2
"INQ000213040 - Document from SPI-M-O, titled ‘Consensus view on the impact of school closures on Covid-19’, dated 17/03/2020",https://covid19.public-inquiry.uk/documents/inq000213040-document-from-spi-m-o-titled-consensus-view-on-the-impact-of-school-closures-on-covid-19-dated-17-03-2020/,Type:Evidence,Module:Module 2
"INQ000203874 - Minutes of a meeting between SAGE, regarding Covid-19 planning, priorities and scenarios, dated 27/02/2020.",https://covid19.public-inquiry.uk/documents/inq000203874-minutes-of-a-meeting-between-sage-regarding-covid-19-planning-priorities-and-scenarios-dated-27-02-2020/,Type:Evidence,Module:Module 2
"INQ000136756 - Note from Mark Sedwill to PM dated 10.05.2020 regarding ""C19 Campaign: Next Phase"".",https://covid19.public-inquiry.uk/documents/inq000136756-note-from-mark-sedwill-to-pm-dated-10-05-2020-regarding-c19-campaign-next-phase/,Type:Evidence,Module:Module 2
"INQ000099719 - Response from Covid-19 Bereaved Families for Justice Cymru to the Covid-19 Inquiry's Module 2 Impact Questionnaire, undated.",https://covid19.public-inquiry.uk/documents/inq000099719-response-from-covid-19-bereaved-families-for-justice-cymru-to-the-covid-19-inquirys-module-2-impact-questionnaire-undated/,Type:Evidence,Module:Module 2
"INQ000074910 - Report from PHE National infection service, titled 'Question: if there is evidence of a cluster of Covid-19 cases in the UK, what will the PHE proposal be?', dated 24/02/2019.",https://covid19.public-inquiry.uk/documents/inq000074910-report-from-phe-national-infection-service-titled-question-if-there-is-evidence-of-a-cluster-of-covid-19-cases-in-the-uk-what-will-the-phe-proposal-be-dated-24-02-2019/,Type:Evidence,Module:Module 2
"INQ000228750 - Sir Patrick Vallance's SMS messages with Professor Sir Chris Whitty, dated 11/03/2020.",https://covid19.public-inquiry.uk/documents/inq000228750-sir-patrick-vallances-sms-messages-with-professor-sir-chris-whitty-dated-11-03-2020/,Type:Evidence,Module:Module 2
"INQ000216519 - Letter from Mark Drakeford, First Minister of Wales to Rt Hon Michael Gove MP, regarding UK Government intentions for communication with the devolved governments, dated 11/06/2020.",https://covid19.public-inquiry.uk/documents/inq000216519-letter-from-mark-drakeford-first-minister-of-wales-to-rt-hon-michael-gove-mp-regarding-uk-government-intentions-for-communication-with-the-devolved-governments-dated-11-06-2020/,Type:Evidence,Module:Module 2
"INQ000212194 -  Email chain between Chris Whitty (DHSC), Neil Ferguson (SAGE) and John Edmunds (SAGE), regarding isolation periods, dated 29/01/2020.",https://covid19.public-inquiry.uk/documents/inq000212194-email-chain-between-chris-whitty-dhsc-neil-ferguson-sage-and-john-edmunds-sage-regarding-isolation-periods-dated-29-01-2020/,Type:Evidence,Module:Module 2
"INQ000273842 - Appendix to the Witness Statement of Professor Kamlesh Khunti (Chair of Scientific Advisory Group for Emergencies Ethnicity sub-group), dated 12/06/2023.",https://covid19.public-inquiry.uk/documents/inq000273842-appendix-to-the-witness-statement-of-professor-kamlesh-khunti-chair-of-scientific-advisory-group-for-emergencies-ethnicity-sub-group-dated-12-06-2023/,Type:Evidence,Module:Module 2
"INQ000130416 - First Witness statement of Sir Philip Robert Barton, dated 18/05/2023 and provided on behalf of the Foreign, Commonwealth and Development Office.",https://covid19.public-inquiry.uk/documents/inq000130416-first-witness-statement-of-sir-philip-robert-barton-dated-18-05-2023-and-provided-on-behalf-of-the-foreign-commonwealth-and-development-office/,Type:Evidence,Module:Module 2
INQ000136754 - Emails between Helen MacNamara and John Owen at Cabinet Office with Martin Reynolds at No. 10 regarding draft report. dated 08/05/2020,https://covid19.public-inquiry.uk/documents/inq000136754-emails-between-helen-macnamara-and-john-owen-at-cabinet-office-with-martin-reynolds-at-no-10-regarding-draft-report-dated-08-05-2020/,Type:Evidence,Module:Module 2
"INQ000130417 - Second Witness Statement of Sir Philip Robert Barton, dated 18/05/2023 and provided on behalf of the Foreign, Commonwealth and Development Office.",https://covid19.public-inquiry.uk/documents/inq000130417-second-witness-statement-of-sir-philip-robert-barton-dated-18-05-2023-and-provided-on-behalf-of-the-foreign-commonwealth-and-development-office/,Type:Evidence,Module:Module 2
"INQ000129072 - Minutes of the eighteenth SAGE meeting on Covid-19, dated 23/03/2020.",https://covid19.public-inquiry.uk/documents/inq000129072-minutes-of-the-eighteenth-sage-meeting-on-covid-19-dated-23-03-2020/,Type:Evidence,Module:Module 2
"INQ000119469 - Minutes of NERVTAG meeting 7, dated 21/02/2020.",https://covid19.public-inquiry.uk/documents/inq000119469-minutes-of-nervtag-meeting-7-dated-21-02-2020/,Type:Evidence,Module:Module 2
"INQ000129018 - Email between David Halpern, Ben Warner (Cabinet Office) and others, dated 02/03/2020 - 04/03/2020, regarding alternatives to fist-bumping.",https://covid19.public-inquiry.uk/documents/inq000129018-email-between-david-halpern-ben-warner-cabinet-office-and-others-dated-02-03-2020-04-03-2020-regarding-alternatives-to-fist-bumping/,Type:Evidence,Module:Module 2
"INQ000119476 - Draft minutes of a meeting titled COVID-19 Incident Management Team (IMT) Meeting Situation Update, dated 19/03/2020.",https://covid19.public-inquiry.uk/documents/inq000119476-draft-minutes-of-a-meeting-titled-covid-19-incident-management-team-imt-meeting-situation-update-dated-19-03-2020/,Type:Evidence,Module:Module 2
"INQ000106482 - Report from Public Health England titled Beyond the data: Understanding the impact of COVID-19 on BAME groups, dated June 2020.",https://covid19.public-inquiry.uk/documents/inq000106482-report-from-public-health-england-titled-beyond-the-data-understanding-the-impact-of-covid-19-on-bame-groups-dated-june-2020/,Type:Evidence,Module:Module 2
"INQ000106319 - Presentation from the Department of Health and Social Care regarding PPE Guideline comparison, dated 31/03/2020.",https://covid19.public-inquiry.uk/documents/inq000106319-presentation-from-the-department-of-health-and-social-care-regarding-ppe-guideline-comparison-dated-31-03-2020/,Type:Evidence,Module:Module 2
"INQ000106263 - Paper titled Social Distancing: Additional Measures, dated 20/03/2020. .",https://covid19.public-inquiry.uk/documents/inq000106263-paper-titled-social-distancing-additional-measures-dated-20-03-2020/,Type:Evidence,Module:Module 2
"INQ000103352 -  Email between Mark Woolhouse, Usher Institute, University of Edinburgh, Catherine Calderwood, chief Medical Officer for Scotland, and other colleagues, regarding an informal briefing on novel coronavirus dated 31/01/2020",https://covid19.public-inquiry.uk/documents/inq000103352-email-between-mark-woolhouse-usher-institute-university-of-edinburgh-catherine-calderwood-chief-medical-officer-for-scotland-and-other-colleagues-regarding-an-informal-briefing-o/,Type:Evidence,Module:Module 2
"INQ000089803 - Report from Commission on Race and Ethnic Disparities, titled 'Commission on Race and Ethnic Disparities: The Report', dated 01/03/2021",https://covid19.public-inquiry.uk/documents/inq000089803-report-from-commission-on-race-and-ethnic-disparities-titled-commission-on-race-and-ethnic-disparities-the-report-dated-01-03-2021/,Type:Evidence,Module:Module 2
"INQ000103349 - Emails sent between Jeremy Farrar and Mark Woodhouse regarding early information on the novel Coronavirus, dated 21/01/2020.",https://covid19.public-inquiry.uk/documents/inq000103349-emails-sent-between-jeremy-farrar-and-mark-woodhouse-regarding-early-information-on-the-novel-coronavirus-dated-21-01-2020/,Type:Evidence,Module:Module 2
"INQ000092856 - Minutes of SAGE Meeting 94, dated 22/07/2021.",https://covid19.public-inquiry.uk/documents/inq000092856-minutes-of-sage-meeting-94-dated-22-07-2021/,Type:Evidence,Module:Module 2
"INQ000089776 - Report from Equality Hub, Government Equalities Office, Race Disparity Unit (GOV.UK) website, titled 'Third quarterly report on progress to address COVID-19 health inequalities', dated 03/09/2021.",https://covid19.public-inquiry.uk/documents/inq000089776-report-from-equality-hub-government-equalities-office-race-disparity-unit-gov-uk-website-titled-third-quarterly-report-on-progress-to-address-covid-19-health-inequalities-dated/,Type:Evidence,Module:Module 2
"INQ000083918 - Submission document titled, Submission Disability Unit’s contribution to the COVID (O) commission on disproportionate impacts of covid on disabled people, dated 12 November 2020.",https://covid19.public-inquiry.uk/documents/inq000083918-submission-document-titled-submission-disability-units-contribution-to-the-covid-o-commission-on-disproportionate-impacts-of-covid-on-disabled-people-dated-12-november-2020/,Type:Evidence,Module:Module 2
"INQ000116811 - Witness Statement provided by Professor Sir Stephen Powis, on behalf of NHS England, dated 27/02/2023.",https://covid19.public-inquiry.uk/documents/inq000116811-witness-statement-provided-by-professor-sir-stephen-powis-on-behalf-of-nhs-england-dated-27-02-2023/,Type:Evidence,Module:Module 2
"INQ000089747 - Policy document from HM Government, titled 'Final report on progress to address COVID-19 health inequalities', dated 01/12/2021",https://covid19.public-inquiry.uk/documents/inq000089747-policy-document-from-hm-government-titled-final-report-on-progress-to-address-covid-19-health-inequalities-dated-01-12-2021/,Type:Evidence,Module:Module 2
"INQ000071856 - Meeting paper titled ‘SAGE meeting paper, cover sheet’, dated 18/11/2020.",https://covid19.public-inquiry.uk/documents/inq000071856-meeting-paper-titled-sage-meeting-paper-cover-sheet-dated-18-11-2020/,Type:Evidence,Module:Module 2
"INQ000118830 - Letter from Sadiq Khan, Mayor of London, to Dominic Raab MP and Matt Hancock MP regarding PPE, testing, vaccination, ventilators, lockdown and volunteering, dated 13/04/2020.",https://covid19.public-inquiry.uk/documents/inq000118830-letter-from-sadiq-khan-mayor-of-london-to-dominic-raab-mp-and-matt-hancock-mp-regarding-ppe-testing-vaccination-ventilators-lockdown-and-volunteering-dated-13-04-2020/,Type:Evidence,Module:Module 2
"INQ000056613 - Rule 9 Questionnaire Response from Professor Trystan Leng Scientific Pandemic Influenza Group on Modelling (SPI-M-O), undated.",https://covid19.public-inquiry.uk/documents/inq000056613-rule-9-questionnaire-response-from-professor-trystan-leng-scientific-pandemic-influenza-group-on-modelling-spi-m-o-undated/,Type:Evidence,Module:Module 2
INQ000083854 - Minutes from a meeting of the COBR held on 10/12/2021.,https://covid19.public-inquiry.uk/documents/inq000083854-minutes-from-a-meeting-of-the-cobr-held-on-10-12-2021/,Type:Evidence,Module:Module 2
INQ000090266 - Minutes of a meeting of the COVID-19 Operations Committee (COVID-O) (Ministerial) (46) held on 15/10/2020.,https://covid19.public-inquiry.uk/documents/inq000090266-minutes-of-a-meeting-of-the-covid-19-operations-committee-covid-o-ministerial-46-held-on-15-10-2020/,Type:Evidence,Module:Module 2
"INQ000061565 - Minutes of a meeting between SAGE regarding R rates, 'circuit-breakers', self-isolation rates, face coverings and Community case definitions, dated 17/09/2020.",https://covid19.public-inquiry.uk/documents/inq000061565-minutes-of-a-meeting-between-sage-regarding-r-rates-circuit-breakers-self-isolation-rates-face-coverings-and-community-case-definitions-dated-17-09-2020/,Type:Evidence,Module:Module 2
"INQ000469510_0002 - Extract of Email between Carol Morrow (TEO) and Mark Goodfellow (TEO) and colleagues, regarding Invite to a Ministerial Exercise – Novel Coronavirus, dated between 06/02/2020 and 10/02/2020",https://covid19.public-inquiry.uk/documents/inq000469510_0002-extract-of-email-between-carol-morrow-teo-and-mark-goodfellow-teo-and-colleagues-regarding-invite-to-a-ministerial-exercise-novel-coronavirus-dated-between-06-02-20/,Type:Evidence,Module:Module 2C
INQ000065631 - Executive Paper from NI Minister for Health Robin Swann MLA to Executive Colleagues titled Final Executive Paper: Non- Pharmaceutical Options to Reduce the Transmission of Covid-19 - Memorandum E (20) 221 (C) dated 24/09/2020,https://covid19.public-inquiry.uk/documents/inq000065631-executive-paper-from-ni-minister-for-health-robin-swann-mla-to-executive-colleagues-titled-final-executive-paper-non-pharmaceutical-options-to-reduce-the-transmission-of-covid-19-me/,Type:Evidence,Module:Module 2C
INQ000339575 - Witness Statement of ACC Alan Todd on behalf of NPCC dated 31/10/2023,https://covid19.public-inquiry.uk/documents/inq000339575-witness-statement-of-acc-alan-todd-on-behalf-of-npcc-dated-31-10-2023/,Type:Evidence,Module:Module 2C
"INQ000291261 - Note of TEO meeting with PSNI regarding Govt response to challenges of Covid 19, dated 20/03/2020",https://covid19.public-inquiry.uk/documents/inq000291261-note-of-teo-meeting-with-psni-regarding-govt-response-to-challenges-of-covid-19-dated-20-03-2020/,Type:Evidence,Module:Module 2C
"INQ000276520 - Report from Department of Health titled Modelling the course of the COVID epidemic and the impact of different interventions, undated",https://covid19.public-inquiry.uk/documents/inq000276520-report-from-department-of-health-titled-modelling-the-course-of-the-covid-epidemic-and-the-impact-of-different-interventions-undated/,Type:Evidence,Module:Module 2C
"INQ000390980 - Final Executive Paper from Robin Swann (Minister of Health) to Executive Colleagues titled Proposed Amendments to the Health Protection (Coronavirus, Restrictions) Regulations (Northern Ireland) 2020, dated 14/05/2020",https://covid19.public-inquiry.uk/documents/inq000390980-final-executive-paper-from-robin-swann-minister-of-health-to-executive-colleagues-titled-proposed-amendments-to-the-health-protection-coronavirus-restrictions-regulations-northern/,Type:Evidence,Module:Module 2C
